constructorResultsId,raceId,constructorId,points,date
10312,897,205,0.0,2014-03-16 06:00:00
10313,897,203,0.0,2014-03-16 06:00:00
10314,897,204,0.0,2014-03-16 06:00:00
10315,897,14,0.0,2014-03-16 06:00:00
10316,897,129,25.0,2014-03-16 06:00:00
10317,897,9,9.0,2014-03-16 06:00:00
10318,897,2,10.0,2014-03-16 06:00:00
10319,897,5,18.0,2014-03-16 06:00:00
10320,897,0,33.0,2014-03-16 06:00:00
10321,897,4,6.0,2014-03-16 06:00:00
10322,897,8,0.0,2014-03-16 06:00:00
10323,898,14,0.0,2014-03-30 08:00:00
10324,898,203,0.0,2014-03-30 08:00:00
10325,898,204,0.0,2014-03-30 08:00:00
10326,898,205,0.0,2014-03-30 08:00:00
10327,898,2,10.0,2014-03-30 08:00:00
10328,898,0,10.0,2014-03-30 08:00:00
10329,898,9,10.0,2014-03-30 08:00:00
10330,898,5,12.0,2014-03-30 08:00:00
10331,898,8,15.0,2014-03-30 08:00:00
10332,898,129,43.0,2014-03-30 08:00:00
10333,898,4,1.0,2014-03-30 08:00:00
10334,899,204,0.0,2014-04-06 15:00:00
10335,899,14,0.0,2014-04-06 15:00:00
10336,899,0,0.0,2014-04-06 15:00:00
10337,899,203,0.0,2014-04-06 15:00:00
10338,899,9,25.0,2014-04-06 15:00:00
10339,899,4,0.0,2014-04-06 15:00:00
10340,899,5,3.0,2014-04-06 15:00:00
10341,899,2,10.0,2014-04-06 15:00:00
10342,899,8,20.0,2014-04-06 15:00:00
10343,899,129,43.0,2014-04-06 15:00:00
10344,899,205,0.0,2014-04-06 15:00:00
10345,900,14,0.0,2014-04-20 07:00:00
10346,900,204,0.0,2014-04-20 07:00:00
10347,900,205,0.0,2014-04-20 07:00:00
10348,900,203,0.0,2014-04-20 07:00:00
10349,900,4,1.0,2014-04-20 07:00:00
10350,900,2,6.0,2014-04-20 07:00:00
10351,900,9,10.0,2014-04-20 07:00:00
10352,900,8,22.0,2014-04-20 07:00:00
10353,900,0,0.0,2014-04-20 07:00:00
10354,900,129,43.0,2014-04-20 07:00:00
10355,900,5,19.0,2014-04-20 07:00:00
10356,901,204,0.0,2014-05-11 12:00:00
10357,901,203,0.0,2014-05-11 12:00:00
10358,901,14,0.0,2014-05-11 12:00:00
10359,901,4,0.0,2014-05-11 12:00:00
10360,901,9,3.0,2014-05-11 12:00:00
10361,901,205,4.0,2014-05-11 12:00:00
10362,901,5,14.0,2014-05-11 12:00:00
10363,901,2,10.0,2014-05-11 12:00:00
10364,901,8,27.0,2014-05-11 12:00:00
10365,901,129,43.0,2014-05-11 12:00:00
10366,901,0,0.0,2014-05-11 12:00:00
10367,902,204,0.0,2014-05-25 12:00:00
10368,902,4,0.0,2014-05-25 12:00:00
10369,902,14,0.0,2014-05-25 12:00:00
10370,902,203,2.0,2014-05-25 12:00:00
10371,902,129,43.0,2014-05-25 12:00:00
10372,902,2,6.0,2014-05-25 12:00:00
10373,902,0,9.0,2014-05-25 12:00:00
10374,902,9,10.0,2014-05-25 12:00:00
10375,902,5,12.0,2014-05-25 12:00:00
10376,902,8,15.0,2014-05-25 12:00:00
10377,902,205,4.0,2014-05-25 12:00:00
10378,903,205,0.0,2014-06-08 18:00:00
10379,903,203,0.0,2014-06-08 18:00:00
10380,903,204,0.0,2014-06-08 18:00:00
10381,903,14,0.0,2014-06-08 18:00:00
10382,903,2,6.0,2014-06-08 18:00:00
10383,903,5,9.0,2014-06-08 18:00:00
10384,903,9,10.0,2014-06-08 18:00:00
10385,903,0,14.0,2014-06-08 18:00:00
10386,903,129,18.0,2014-06-08 18:00:00
10387,903,4,4.0,2014-06-08 18:00:00
10388,903,8,40.0,2014-06-08 18:00:00
10389,904,4,0.0,2014-06-22 12:00:00
10390,904,204,0.0,2014-06-22 12:00:00
10391,904,203,0.0,2014-06-22 12:00:00
10392,904,14,0.0,2014-06-22 12:00:00
10393,904,205,0.0,2014-06-22 12:00:00
10394,904,8,4.0,2014-06-22 12:00:00
10395,904,0,6.0,2014-06-22 12:00:00
10396,904,9,10.0,2014-06-22 12:00:00
10397,904,5,11.0,2014-06-22 12:00:00
10398,904,2,27.0,2014-06-22 12:00:00
10399,904,129,43.0,2014-06-22 12:00:00
10400,905,204,0.0,2014-07-06 12:00:00
10401,905,203,0.0,2014-07-06 12:00:00
10402,905,14,0.0,2014-07-06 12:00:00
10403,905,205,0.0,2014-07-06 12:00:00
10404,905,129,25.0,2014-07-06 12:00:00
10405,905,9,4.0,2014-07-06 12:00:00
10406,905,5,8.0,2014-07-06 12:00:00
10407,905,0,18.0,2014-07-06 12:00:00
10408,905,8,25.0,2014-07-06 12:00:00
10409,905,2,18.0,2014-07-06 12:00:00
10410,905,4,3.0,2014-07-06 12:00:00
10411,906,203,0.0,2014-07-20 12:00:00
10412,906,14,0.0,2014-07-20 12:00:00
10413,906,204,0.0,2014-07-20 12:00:00
10414,906,4,0.0,2014-07-20 12:00:00
10415,906,129,40.0,2014-07-20 12:00:00
10416,906,0,6.0,2014-07-20 12:00:00
10417,906,9,7.0,2014-07-20 12:00:00
10418,906,5,10.0,2014-07-20 12:00:00
10419,906,8,20.0,2014-07-20 12:00:00
10420,906,205,0.0,2014-07-20 12:00:00
10421,906,2,18.0,2014-07-20 12:00:00
10422,907,9,0.0,2014-07-27 12:00:00
10423,907,204,0.0,2014-07-27 12:00:00
10424,907,203,0.0,2014-07-27 12:00:00
10425,907,205,0.0,2014-07-27 12:00:00
10426,907,14,0.0,2014-07-27 12:00:00
10427,907,0,1.0,2014-07-27 12:00:00
10428,907,4,2.0,2014-07-27 12:00:00
10429,907,2,14.0,2014-07-27 12:00:00
10430,907,129,27.0,2014-07-27 12:00:00
10431,907,5,26.0,2014-07-27 12:00:00
10432,907,8,31.0,2014-07-27 12:00:00
10433,908,205,0.0,2014-08-24 12:00:00
10434,908,204,0.0,2014-08-24 12:00:00
10435,908,203,0.0,2014-08-24 12:00:00
10436,908,14,0.0,2014-08-24 12:00:00
10437,908,8,35.0,2014-08-24 12:00:00
10438,908,9,5.0,2014-08-24 12:00:00
10439,908,0,8.0,2014-08-24 12:00:00
10440,908,5,18.0,2014-08-24 12:00:00
10441,908,2,15.0,2014-08-24 12:00:00
10442,908,129,18.0,2014-08-24 12:00:00
10443,908,4,2.0,2014-08-24 12:00:00
10444,909,14,0.0,2014-09-07 12:00:00
10445,909,203,0.0,2014-09-07 12:00:00
10446,909,204,0.0,2014-09-07 12:00:00
10447,909,205,0.0,2014-09-07 12:00:00
10448,909,129,43.0,2014-09-07 12:00:00
10449,909,5,2.0,2014-09-07 12:00:00
10450,909,0,5.0,2014-09-07 12:00:00
10451,909,9,6.0,2014-09-07 12:00:00
10452,909,8,18.0,2014-09-07 12:00:00
10453,909,2,27.0,2014-09-07 12:00:00
10454,909,4,0.0,2014-09-07 12:00:00
10455,910,14,0.0,2014-09-21 12:00:00
10456,910,203,0.0,2014-09-21 12:00:00
10457,910,204,0.0,2014-09-21 12:00:00
10458,910,205,0.0,2014-09-21 12:00:00
10459,910,0,1.0,2014-09-21 12:00:00
10460,910,4,8.0,2014-09-21 12:00:00
10461,910,2,10.0,2014-09-21 12:00:00
10462,910,5,16.0,2014-09-21 12:00:00
10463,910,8,33.0,2014-09-21 12:00:00
10464,910,129,25.0,2014-09-21 12:00:00
10465,910,9,8.0,2014-09-21 12:00:00
10466,911,203,0.0,2014-10-05 06:00:00
10467,911,204,0.0,2014-10-05 06:00:00
10468,911,205,0.0,2014-10-05 06:00:00
10469,911,5,0.0,2014-10-05 06:00:00
10470,911,14,0.0,2014-10-05 06:00:00
10471,911,9,5.0,2014-10-05 06:00:00
10472,911,2,14.0,2014-10-05 06:00:00
10473,911,0,10.0,2014-10-05 06:00:00
10474,911,8,27.0,2014-10-05 06:00:00
10475,911,4,2.0,2014-10-05 06:00:00
10476,911,129,43.0,2014-10-05 06:00:00
10477,912,203,0.0,2014-10-12 11:00:00
10478,912,204,0.0,2014-10-12 11:00:00
10479,912,205,0.0,2014-10-12 11:00:00
10480,912,14,0.0,2014-10-12 11:00:00
10481,912,4,0.0,2014-10-12 11:00:00
10482,912,9,1.0,2014-10-12 11:00:00
10483,912,8,10.0,2014-10-12 11:00:00
10484,912,5,10.0,2014-10-12 11:00:00
10485,912,0,22.0,2014-10-12 11:00:00
10486,912,2,15.0,2014-10-12 11:00:00
10487,912,129,43.0,2014-10-12 11:00:00
10488,913,9,0.0,2014-11-02 20:00:00
10489,913,14,0.0,2014-11-02 20:00:00
10490,913,205,2.0,2014-11-02 20:00:00
10491,913,4,1.0,2014-11-02 20:00:00
10492,913,2,22.0,2014-11-02 20:00:00
10493,913,5,8.0,2014-11-02 20:00:00
10494,913,8,21.0,2014-11-02 20:00:00
10495,913,129,43.0,2014-11-02 20:00:00
10496,913,0,4.0,2014-11-02 20:00:00
10497,914,14,0.0,2014-11-09 16:00:00
10498,914,205,0.0,2014-11-09 16:00:00
10499,914,4,0.0,2014-11-09 16:00:00
10500,914,9,4.0,2014-11-09 16:00:00
10501,914,5,14.0,2014-11-09 16:00:00
10502,914,0,14.0,2014-11-09 16:00:00
10503,914,2,16.0,2014-11-09 16:00:00
10504,914,129,43.0,2014-11-09 16:00:00
10505,914,8,10.0,2014-11-09 16:00:00
10506,915,4,0.0,2014-11-23 13:00:00
10507,915,204,0.0,2014-11-23 13:00:00
10508,915,14,0.0,2014-11-23 13:00:00
10509,915,205,0.0,2014-11-23 13:00:00
10510,915,5,6.0,2014-11-23 13:00:00
10511,915,9,28.0,2014-11-23 13:00:00
10512,915,0,20.0,2014-11-23 13:00:00
10513,915,8,32.0,2014-11-23 13:00:00
10514,915,2,66.0,2014-11-23 13:00:00
10515,915,129,50.0,2014-11-23 13:00:00
10516,916,0,0.0,2015-03-15 05:00:00
10517,916,4,2.0,2015-03-15 05:00:00
10518,916,9,7.0,2015-03-15 05:00:00
10519,916,8,8.0,2015-03-15 05:00:00
10520,916,205,0.0,2015-03-15 05:00:00
10521,916,2,12.0,2015-03-15 05:00:00
10522,916,5,15.0,2015-03-15 05:00:00
10523,916,129,43.0,2015-03-15 05:00:00
10524,916,14,14.0,2015-03-15 05:00:00
10525,917,0,0.0,2015-03-29 07:00:00
10526,917,206,0.0,2015-03-29 07:00:00
10527,917,9,0.0,2015-03-29 07:00:00
10528,917,14,0.0,2015-03-29 07:00:00
10529,917,205,0.0,2015-03-29 07:00:00
10530,917,8,3.0,2015-03-29 07:00:00
10531,917,2,18.0,2015-03-29 07:00:00
10532,917,129,33.0,2015-03-29 07:00:00
10533,917,5,37.0,2015-03-29 07:00:00
10534,917,4,10.0,2015-03-29 07:00:00
10535,918,9,0.0,2015-04-12 06:00:00
10536,918,206,0.0,2015-04-12 06:00:00
10537,918,4,0.0,2015-04-12 06:00:00
10538,918,0,0.0,2015-04-12 06:00:00
10539,918,8,2.0,2015-04-12 06:00:00
10540,918,14,5.0,2015-04-12 06:00:00
10541,918,205,6.0,2015-04-12 06:00:00
10542,918,2,18.0,2015-04-12 06:00:00
10543,918,5,27.0,2015-04-12 06:00:00
10544,918,129,43.0,2015-04-12 06:00:00
10545,919,206,0.0,2015-04-19 15:00:00
10546,919,14,0.0,2015-04-19 15:00:00
10547,919,0,0.0,2015-04-19 15:00:00
10548,919,9,4.0,2015-04-19 15:00:00
10549,919,205,6.0,2015-04-19 15:00:00
10550,919,4,0.0,2015-04-19 15:00:00
10551,919,2,13.0,2015-04-19 15:00:00
10552,919,5,28.0,2015-04-19 15:00:00
10553,919,129,40.0,2015-04-19 15:00:00
10554,919,8,10.0,2015-04-19 15:00:00
10555,920,206,0.0,2015-05-10 12:00:00
10556,920,0,0.0,2015-05-10 12:00:00
10557,920,9,0.0,2015-05-10 12:00:00
10558,920,14,0.0,2015-05-10 12:00:00
10559,920,4,2.0,2015-05-10 12:00:00
10560,920,205,4.0,2015-05-10 12:00:00
10561,920,2,20.0,2015-05-10 12:00:00
10562,920,5,25.0,2015-05-10 12:00:00
10563,920,129,43.0,2015-05-10 12:00:00
10564,920,8,7.0,2015-05-10 12:00:00
10565,921,4,1.0,2015-05-24 12:00:00
10566,921,206,0.0,2015-05-24 12:00:00
10567,921,2,0.0,2015-05-24 12:00:00
10568,921,205,0.0,2015-05-24 12:00:00
10569,921,0,4.0,2015-05-24 12:00:00
10570,921,14,2.0,2015-05-24 12:00:00
10571,921,9,6.0,2015-05-24 12:00:00
10572,921,8,22.0,2015-05-24 12:00:00
10573,921,5,26.0,2015-05-24 12:00:00
10574,921,129,40.0,2015-05-24 12:00:00
10575,922,0,0.0,2015-06-07 18:00:00
10576,922,206,0.0,2015-06-07 18:00:00
10577,922,14,0.0,2015-06-07 18:00:00
10578,922,4,0.0,2015-06-07 18:00:00
10579,922,8,2.0,2015-06-07 18:00:00
10580,922,205,7.0,2015-06-07 18:00:00
10581,922,5,22.0,2015-06-07 18:00:00
10582,922,2,23.0,2015-06-07 18:00:00
10583,922,129,43.0,2015-06-07 18:00:00
10584,922,9,4.0,2015-06-07 18:00:00
10585,923,8,1.0,2015-06-21 12:00:00
10586,923,206,0.0,2015-06-21 12:00:00
10587,923,14,0.0,2015-06-21 12:00:00
10588,923,205,6.0,2015-06-21 12:00:00
10589,923,4,4.0,2015-06-21 12:00:00
10590,923,5,12.0,2015-06-21 12:00:00
10591,923,9,10.0,2015-06-21 12:00:00
10592,923,129,43.0,2015-06-21 12:00:00
10593,923,0,0.0,2015-06-21 12:00:00
10594,923,2,25.0,2015-06-21 12:00:00
10595,924,4,0.0,2015-07-05 12:00:00
10596,924,129,43.0,2015-07-05 12:00:00
10597,924,5,19.0,2015-07-05 12:00:00
10598,924,2,22.0,2015-07-05 12:00:00
10599,924,8,8.0,2015-07-05 12:00:00
10600,924,9,8.0,2015-07-05 12:00:00
10601,924,0,1.0,2015-07-05 12:00:00
10602,924,14,0.0,2015-07-05 12:00:00
10603,924,206,0.0,2015-07-05 12:00:00
10604,924,205,0.0,2015-07-05 12:00:00
10605,925,9,0.0,2015-07-26 12:00:00
10606,925,206,0.0,2015-07-26 12:00:00
10607,925,2,0.0,2015-07-26 12:00:00
10608,925,14,1.0,2015-07-26 12:00:00
10609,925,205,6.0,2015-07-26 12:00:00
10610,925,5,25.0,2015-07-26 12:00:00
10611,925,0,12.0,2015-07-26 12:00:00
10612,925,4,12.0,2015-07-26 12:00:00
10613,925,8,33.0,2015-07-26 12:00:00
10614,925,129,12.0,2015-07-26 12:00:00
10615,926,203,0.0,2015-08-23 12:00:00
10616,926,4,4.0,2015-08-23 12:00:00
10617,926,0,0.0,2015-08-23 12:00:00
10618,926,14,1.0,2015-08-23 12:00:00
10619,926,206,0.0,2015-08-23 12:00:00
10620,926,5,6.0,2015-08-23 12:00:00
10621,926,9,10.0,2015-08-23 12:00:00
10622,926,8,12.0,2015-08-23 12:00:00
10623,926,205,15.0,2015-08-23 12:00:00
10624,926,129,43.0,2015-08-23 12:00:00
10625,926,2,10.0,2015-08-23 12:00:00
10626,927,205,0.0,2015-09-06 12:00:00
10627,927,206,0.0,2015-09-06 12:00:00
10628,927,0,0.0,2015-09-06 12:00:00
10629,927,4,0.0,2015-09-06 12:00:00
10630,927,14,2.0,2015-09-06 12:00:00
10631,927,9,14.0,2015-09-06 12:00:00
10632,927,2,27.0,2015-09-06 12:00:00
10633,927,5,28.0,2015-09-06 12:00:00
10634,927,129,25.0,2015-09-06 12:00:00
10635,927,8,5.0,2015-09-06 12:00:00
10636,928,4,6.0,2015-09-20 12:00:00
10637,928,206,0.0,2015-09-20 12:00:00
10638,928,205,0.0,2015-09-20 12:00:00
10639,928,14,1.0,2015-09-20 12:00:00
10640,928,9,6.0,2015-09-20 12:00:00
10641,928,0,0.0,2015-09-20 12:00:00
10642,928,129,12.0,2015-09-20 12:00:00
10643,928,8,26.0,2015-09-20 12:00:00
10644,928,5,40.0,2015-09-20 12:00:00
10645,928,2,10.0,2015-09-20 12:00:00
10646,929,14,0.0,2015-09-27 05:00:00
10647,929,8,0.0,2015-09-27 05:00:00
10648,929,0,0.0,2015-09-27 05:00:00
10649,929,4,3.0,2015-09-27 05:00:00
10650,929,205,10.0,2015-09-27 05:00:00
10651,929,206,0.0,2015-09-27 05:00:00
10652,929,2,10.0,2015-09-27 05:00:00
10653,929,5,27.0,2015-09-27 05:00:00
10654,929,129,43.0,2015-09-27 05:00:00
10655,929,9,8.0,2015-09-27 05:00:00
10656,930,203,0.0,2015-10-11 11:00:00
10657,930,206,0.0,2015-10-11 11:00:00
10658,930,4,1.0,2015-10-11 11:00:00
10659,930,0,2.0,2015-10-11 11:00:00
10660,930,205,6.0,2015-10-11 11:00:00
10661,930,14,8.0,2015-10-11 11:00:00
10662,930,8,10.0,2015-10-11 11:00:00
10663,930,9,15.0,2015-10-11 11:00:00
10664,930,5,22.0,2015-10-11 11:00:00
10665,930,129,25.0,2015-10-11 11:00:00
10666,930,2,12.0,2015-10-11 11:00:00
10667,931,206,0.0,2015-10-25 19:00:00
10668,931,2,0.0,2015-10-25 19:00:00
10669,931,8,1.0,2015-10-25 19:00:00
10670,931,14,2.0,2015-10-25 19:00:00
10671,931,205,4.0,2015-10-25 19:00:00
10672,931,0,8.0,2015-10-25 19:00:00
10673,931,4,18.0,2015-10-25 19:00:00
10674,931,5,15.0,2015-10-25 19:00:00
10675,931,129,43.0,2015-10-25 19:00:00
10676,931,9,10.0,2015-10-25 19:00:00
10677,932,5,0.0,2015-11-01 19:00:00
10678,932,203,0.0,2015-11-01 19:00:00
10679,932,0,0.0,2015-11-01 19:00:00
10680,932,14,0.0,2015-11-01 19:00:00
10681,932,205,1.0,2015-11-01 19:00:00
10682,932,4,2.0,2015-11-01 19:00:00
10683,932,9,10.0,2015-11-01 19:00:00
10684,932,8,22.0,2015-11-01 19:00:00
10685,932,2,23.0,2015-11-01 19:00:00
10686,932,129,43.0,2015-11-01 19:00:00
10687,932,206,0.0,2015-11-01 19:00:00
10688,933,206,0.0,2015-11-15 16:00:00
10689,933,0,0.0,2015-11-15 16:00:00
10690,933,14,0.0,2015-11-15 16:00:00
10691,933,4,2.0,2015-11-15 16:00:00
10692,933,205,5.0,2015-11-15 16:00:00
10693,933,9,8.0,2015-11-15 16:00:00
10694,933,2,10.0,2015-11-15 16:00:00
10695,933,5,27.0,2015-11-15 16:00:00
10696,933,129,43.0,2015-11-15 16:00:00
10697,933,8,6.0,2015-11-15 16:00:00
10698,934,2,4.0,2015-11-29 13:00:00
10699,934,14,0.0,2015-11-29 13:00:00
10700,934,0,0.0,2015-11-29 13:00:00
10701,934,4,0.0,2015-11-29 13:00:00
10702,934,205,2.0,2015-11-29 13:00:00
10703,934,9,16.0,2015-11-29 13:00:00
10704,934,203,0.0,2015-11-29 13:00:00
10705,934,5,27.0,2015-11-29 13:00:00
10706,934,129,43.0,2015-11-29 13:00:00
10707,934,8,9.0,2015-11-29 13:00:00
10708,934,206,0.0,2015-11-29 13:00:00
10709,935,3,0.0,2016-03-20 05:00:00
10710,935,4,3.0,2016-03-20 05:00:00
10711,935,14,0.0,2016-03-20 05:00:00
10712,935,0,0.0,2016-03-20 05:00:00
10713,935,9,6.0,2016-03-20 05:00:00
10714,935,206,0.0,2016-03-20 05:00:00
10715,935,2,14.0,2016-03-20 05:00:00
10716,935,8,12.0,2016-03-20 05:00:00
10717,935,5,15.0,2016-03-20 05:00:00
10718,935,129,43.0,2016-03-20 05:00:00
10719,935,207,8.0,2016-03-20 05:00:00
10720,936,9,0.0,2016-04-03 15:00:00
10721,936,206,0.0,2016-04-03 15:00:00
10722,936,14,0.0,2016-04-03 15:00:00
10723,936,3,0.0,2016-04-03 15:00:00
10724,936,0,1.0,2016-04-03 15:00:00
10725,936,2,6.0,2016-04-03 15:00:00
10726,936,4,8.0,2016-04-03 15:00:00
10727,936,207,10.0,2016-04-03 15:00:00
10728,936,8,18.0,2016-04-03 15:00:00
10729,936,5,18.0,2016-04-03 15:00:00
10730,936,129,40.0,2016-04-03 15:00:00
10731,937,206,0.0,2016-04-17 06:00:00
10732,937,14,0.0,2016-04-17 06:00:00
10733,937,207,0.0,2016-04-17 06:00:00
10734,937,0,0.0,2016-04-17 06:00:00
10735,937,9,0.0,2016-04-17 06:00:00
10736,937,3,0.0,2016-04-17 06:00:00
10737,937,2,9.0,2016-04-17 06:00:00
10738,937,8,27.0,2016-04-17 06:00:00
10739,937,5,28.0,2016-04-17 06:00:00
10740,937,129,31.0,2016-04-17 06:00:00
10741,937,4,6.0,2016-04-17 06:00:00
10742,938,206,0.0,2016-05-01 12:00:00
10743,938,4,0.0,2016-05-01 12:00:00
10744,938,8,0.0,2016-05-01 12:00:00
10745,938,9,2.0,2016-05-01 12:00:00
10746,938,207,4.0,2016-05-01 12:00:00
10747,938,14,0.0,2016-05-01 12:00:00
10748,938,0,9.0,2016-05-01 12:00:00
10749,938,2,22.0,2016-05-01 12:00:00
10750,938,5,15.0,2016-05-01 12:00:00
10751,938,129,43.0,2016-05-01 12:00:00
10752,938,3,6.0,2016-05-01 12:00:00
10753,939,129,0.0,2016-05-15 12:00:00
10754,939,206,0.0,2016-05-15 12:00:00
10755,939,3,0.0,2016-05-15 12:00:00
10756,939,14,0.0,2016-05-15 12:00:00
10757,939,207,0.0,2016-05-15 12:00:00
10758,939,0,2.0,2016-05-15 12:00:00
10759,939,9,6.0,2016-05-15 12:00:00
10760,939,2,14.0,2016-05-15 12:00:00
10761,939,5,33.0,2016-05-15 12:00:00
10762,939,8,37.0,2016-05-15 12:00:00
10763,939,4,9.0,2016-05-15 12:00:00
10764,940,207,0.0,2016-05-29 12:00:00
10765,940,3,0.0,2016-05-29 12:00:00
10766,940,14,0.0,2016-05-29 12:00:00
10767,940,206,0.0,2016-05-29 12:00:00
10768,940,2,1.0,2016-05-29 12:00:00
10769,940,4,4.0,2016-05-29 12:00:00
10770,940,0,12.0,2016-05-29 12:00:00
10771,940,5,12.0,2016-05-29 12:00:00
10772,940,9,23.0,2016-05-29 12:00:00
10773,940,8,18.0,2016-05-29 12:00:00
10774,940,129,31.0,2016-05-29 12:00:00
10775,941,206,0.0,2016-06-12 18:00:00
10776,941,3,0.0,2016-06-12 18:00:00
10777,941,14,0.0,2016-06-12 18:00:00
10778,941,207,0.0,2016-06-12 18:00:00
10779,941,0,0.0,2016-06-12 18:00:00
10780,941,4,2.0,2016-06-12 18:00:00
10781,941,9,5.0,2016-06-12 18:00:00
10782,941,8,18.0,2016-06-12 18:00:00
10783,941,2,15.0,2016-06-12 18:00:00
10784,941,5,26.0,2016-06-12 18:00:00
10785,941,129,35.0,2016-06-12 18:00:00
10786,942,4,0.0,2016-06-19 13:00:00
10787,942,206,0.0,2016-06-19 13:00:00
10788,942,3,0.0,2016-06-19 13:00:00
10789,942,207,0.0,2016-06-19 13:00:00
10790,942,14,0.0,2016-06-19 13:00:00
10791,942,8,10.0,2016-06-19 13:00:00
10792,942,9,17.0,2016-06-19 13:00:00
10793,942,2,9.0,2016-06-19 13:00:00
10794,942,5,30.0,2016-06-19 13:00:00
10795,942,129,35.0,2016-06-19 13:00:00
10796,942,0,0.0,2016-06-19 13:00:00
10797,943,14,0.0,2016-07-03 12:00:00
10798,943,129,37.0,2016-07-03 12:00:00
10799,943,8,28.0,2016-07-03 12:00:00
10800,943,5,15.0,2016-07-03 12:00:00
10801,943,0,8.0,2016-07-03 12:00:00
10802,943,207,6.0,2016-07-03 12:00:00
10803,943,4,4.0,2016-07-03 12:00:00
10804,943,2,2.0,2016-07-03 12:00:00
10805,943,206,1.0,2016-07-03 12:00:00
10806,943,3,0.0,2016-07-03 12:00:00
10807,943,9,0.0,2016-07-03 12:00:00
10808,944,207,0.0,2016-07-10 12:00:00
10809,944,3,0.0,2016-07-10 12:00:00
10810,944,206,0.0,2016-07-10 12:00:00
10811,944,0,0.0,2016-07-10 12:00:00
